time, r_des, r_act, th_des, th_act,dr_des, dr_act, dth_des, dth_act, tau_HAA, tau_HFE, tau_KFE, phase, event, touch 
0.0205,0.3536,0.37781,1.36394,1.30614,0,-0.0307231,0,-6.16747,0,19.7682,22.9758,0,0,0
0.0206,0.3536,0.377912,1.36394,1.30602,0,-0.0307442,0,-6.10081,0,19.8207,23.3347,0,0,0
0.0207,0.3536,0.378013,1.36394,1.30591,0,-0.0307643,0,-6.03375,0,19.8713,23.6888,0,0,0
0.0208,0.3536,0.378112,1.36394,1.3058,0,-0.0307835,0,-5.96628,0,19.9199,24.0378,0,0,0
0.0209,0.3536,0.378211,1.36394,1.3057,0,-0.0307428,0,-5.89855,0,19.9666,24.3822,0,0,0
0.021,0.3536,0.378309,1.36394,1.3056,0,-0.0302636,0,-5.83006,0,20.0113,24.7216,0,0,0
0.0211,0.3536,0.378405,1.36394,1.30551,0,-0.0306547,0,-5.73763,0,20.054,25.0561,0,0,173.93
0.0212,0.3536,0.378499,1.36394,1.30542,0,-0.0308732,-1.41403,-5.57348,0,1634.06,832.365,1,3,274.058
0.0213,0.3536,0.37859,1.36394,1.30533,0,-0.0310912,-1.41403,-5.41004,0,1572.33,801.805,1,0,274.282
0.0214,0.3536,0.378678,1.36394,1.30525,0,-0.0313083,-1.41403,-5.24731,0,1510.84,771.349,1,0,274.666
0.0215,0.3536,0.378764,1.36394,1.30518,0,-0.0315244,-1.41403,-5.0853,0,1449.57,740.998,1,0,275.194
0.0216,0.3536,0.378848,1.36394,1.30511,0,-0.0317402,-1.41403,-4.924,0,1388.54,710.757,1,0,275.759
0.0217,0.3536,0.378928,1.36394,1.30504,0,-0.0319564,-1.41403,-4.76338,0,1327.74,680.622,1,0,276.157
0.0218,0.3536,0.379006,1.36394,1.30498,0,-0.0321739,-1.41403,-4.60341,0,1267.16,650.59,1,0,276.397
0.0219,0.3536,0.379082,1.36394,1.30492,0,-0.0323932,-1.41403,-4.44408,0,1206.79,620.656,1,0,276.491
0.022,0.3536,0.379154,1.36394,1.30487,0,-0.0326147,-1.41403,-4.28536,0,1146.63,590.817,1,0,276.449
0.0221,0.3536,0.379225,1.36394,1.30482,0,-0.0328388,-1.41403,-4.12723,0,1086.68,561.069,1,0,276.307
0.0222,0.3536,0.379292,1.36394,1.30478,0,-0.0330653,-1.41403,-3.96971,0,1026.91,531.412,1,0,276.158
